<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,240,310123,1300,159.08,159.1,158.05,158.22,4619000.0
GAZP,240,310123,1700,158.22,158.75,158.0,158.54,3715310.0
GAZP,240,310123,2100,158.52,158.7,158.0,158.1,1570900.0
GAZP,240,010223,1100,158.34,158.66,157.54,158.37,7871830.0
GAZP,240,010223,1500,158.37,158.64,158.05,158.38,3704810.0
GAZP,240,010223,1900,158.38,158.55,157.9,158.1,2117860.0
GAZP,240,010223,2300,158.08,158.59,157.31,157.95,4586940.0
GAZP,240,020223,1300,157.96,158.48,157.77,158.48,3402990.0
GAZP,240,020223,1700,158.48,158.55,157.84,157.95,3198270.0
GAZP,240,020223,2100,157.99,158.35,157.94,158.1,1273520.0
GAZP,240,030223,1100,158.05,158.4,156.76,157.07,9764230.0
GAZP,240,030223,1500,157.05,163.96,156.91,161.4,52006110.0
GAZP,240,030223,1900,161.41,162.18,160.24,160.5,6076460.0
GAZP,240,030223,2300,160.49,161.76,158.91,160.25,14456040.0
GAZP,240,060223,1300,160.25,160.63,159.5,160.2,6355300.0
GAZP,240,060223,1700,160.2,160.32,159.12,159.48,6371390.0
GAZP,240,060223,2100,159.47,160.3,159.35,160.14,2488440.0
GAZP,240,070223,1100,160.47,161.35,159.51,160.33,8205840.0
GAZP,240,070223,1500,160.34,160.38,159.6,159.75,3884210.0
GAZP,240,070223,1900,159.74,159.97,159.61,159.85,1353680.0
GAZP,240,070223,2300,159.85,160.42,159.5,160.1,3029280.0
GAZP,240,080223,1300,160.09,160.1,157.82,158.68,10002740.0
GAZP,240,080223,1700,158.68,158.75,158.1,158.31,2669620.0
GAZP,240,080223,2100,158.31,158.52,158.02,158.18,1447330.0
GAZP,240,090223,1100,158.5,160.4,157.6,159.78,15257500.0
GAZP,240,090223,1500,159.71,160.44,158.77,159.05,10109410.0
GAZP,240,090223,1900,159.03,159.6,158.85,159.38,1847110.0
GAZP,240,090223,2300,159.36,159.48,158.32,158.64,3874740.0
GAZP,240,100223,1300,158.63,158.79,158.48,158.64,2699870.0
GAZP,240,100223,1700,158.64,159.08,158.58,158.87,2791880.0
GAZP,240,100223,2100,158.87,158.9,158.65,158.68,894110.0
GAZP,240,130223,1100,159.45,159.47,158.08,158.35,5504760.0
GAZP,240,130223,1500,158.35,158.4,158.0,158.33,3510850.0
GAZP,240,130223,1900,158.32,158.6,158.11,158.2,1668320.0
GAZP,240,130223,2300,158.19,158.25,155.13,156.55,10559560.0
GAZP,240,140223,1300,156.55,157.3,156.52,156.78,4372840.0
GAZP,240,140223,1700,156.73,157.08,156.31,156.61,3424100.0
GAZP,240,140223,2100,156.62,156.76,156.4,156.52,841260.0
GAZP,240,150223,1100,156.06,156.07,155.02,155.44,8528230.0
GAZP,240,150223,1500,155.44,155.5,154.4,154.57,4577450.0
GAZP,240,150223,1900,154.57,155.0,150.6,153.01,12037010.0
GAZP,240,150223,2300,153.02,154.5,151.62,153.74,9419980.0
GAZP,240,160223,1300,153.75,153.75,152.5,152.82,5249010.0
GAZP,240,160223,1700,152.82,153.2,152.15,152.88,3737230.0
GAZP,240,160223,2100,152.88,153.6,152.72,153.56,1251360.0
GAZP,240,170223,1100,153.39,155.08,152.83,154.47,7894880.0
GAZP,240,170223,1500,154.47,154.47,153.11,153.28,3678780.0
GAZP,240,170223,1900,153.28,153.78,153.25,153.53,1173330.0
GAZP,240,170223,2300,153.56,153.86,152.0,152.01,4821970.0
GAZP,240,200223,1300,152.04,152.7,151.62,152.66,4722520.0
GAZP,240,200223,1700,152.66,154.3,152.39,153.73,4969030.0
GAZP,240,200223,2100,153.72,153.73,153.0,153.24,1273420.0
GAZP,240,210223,1100,153.62,156.43,153.62,155.23,15791220.0
GAZP,240,210223,1500,155.21,155.5,154.22,154.58,3443550.0
GAZP,240,210223,1900,154.57,155.37,154.51,155.0,1591710.0
GAZP,240,210223,2300,154.99,155.19,153.5,154.41,3841720.0
GAZP,240,220223,1300,154.4,156.4,153.96,156.38,3038840.0
GAZP,240,220223,1700,156.38,156.4,154.74,155.73,4171920.0
GAZP,240,220223,2100,155.74,155.8,155.0,155.31,1135830.0
GAZP,240,240223,1100,155.52,156.98,154.9,154.9,4722000.0
GAZP,240,240223,1500,154.9,155.0,153.72,154.21,3949380.0
GAZP,240,240223,1900,154.21,154.51,153.9,154.3,896000.0
GAZP,240,240223,2300,154.3,155.39,153.5,154.68,4591990.0
GAZP,240,270223,1300,154.68,156.78,154.3,156.3,6138480.0
GAZP,240,270223,1700,156.3,157.3,156.13,156.68,5832680.0
GAZP,240,270223,2100,156.69,156.79,156.26,156.34,899730.0
GAZP,240,280223,1100,156.41,158.09,155.83,156.3,9686730.0
GAZP,240,280223,1500,156.29,157.35,155.56,157.06,5139110.0
GAZP,240,280223,1900,157.04,157.74,157.04,157.7,2766630.0
GAZP,240,280223,2300,157.7,161.97,157.18,161.75,21175170.0
GAZP,240,010323,1300,161.75,164.48,161.64,162.32,32788860.0
GAZP,240,010323,1700,162.24,163.35,162.24,162.91,8258610.0
GAZP,240,010323,2100,162.91,164.56,162.64,164.5,6283450.0
GAZP,240,020323,1100,164.15,164.34,159.5,160.67,39569860.0
GAZP,240,020323,1500,160.68,162.0,160.11,160.83,9913300.0
GAZP,240,020323,1900,160.84,161.45,160.59,161.07,2302040.0
GAZP,240,020323,2300,161.07,163.3,160.61,162.41,12120980.0
GAZP,240,030323,1300,162.41,162.9,161.5,162.15,5165580.0
GAZP,240,030323,1700,162.17,162.57,161.8,162.17,3401060.0
GAZP,240,030323,2100,162.17,162.48,161.9,162.27,1892280.0
GAZP,240,060323,1100,163.2,164.3,162.52,163.46,11622420.0
GAZP,240,060323,1500,163.46,163.99,162.9,163.66,5551080.0
GAZP,240,060323,1900,163.68,163.81,163.4,163.43,1535880.0
GAZP,240,060323,2300,163.43,163.85,162.0,162.73,5647260.0
GAZP,240,070323,1300,162.74,163.65,162.64,163.46,3887070.0
GAZP,240,070323,1700,163.46,163.49,162.51,162.7,4110020.0
GAZP,240,070323,2100,162.71,162.85,162.5,162.57,888180.0
GAZP,240,090323,1100,162.22,163.18,161.12,161.56,7991860.0
GAZP,240,090323,1500,161.57,162.32,161.22,161.68,3063270.0
GAZP,240,090323,1900,161.67,161.76,161.3,161.45,2018410.0
GAZP,240,090323,2300,161.45,161.48,159.51,160.89,6872620.0
GAZP,240,100323,1300,160.9,161.29,159.9,160.18,5564560.0
GAZP,240,100323,1700,160.18,160.4,159.7,160.2,4229790.0
GAZP,240,100323,2100,160.2,160.25,159.88,160.04,1306730.0
GAZP,240,130323,1100,160.35,161.62,160.04,160.36,7703200.0
GAZP,240,130323,1500,160.36,160.38,158.3,158.91,9913340.0
GAZP,240,130323,1900,158.93,159.38,158.88,159.21,1922380.0
GAZP,240,130323,2300,159.2,160.68,158.55,160.4,5124250.0
GAZP,240,140323,1300,160.4,161.16,159.84,160.76,5785980.0
GAZP,240,140323,1700,160.76,161.4,160.42,161.13,4183160.0
GAZP,240,140323,2100,161.12,161.12,160.06,161.0,3046920.0
GAZP,240,150323,1100,161.5,162.48,160.7,160.71,10355040.0
GAZP,240,150323,1500,160.71,161.1,158.05,159.19,11175340.0
GAZP,240,150323,1900,159.19,159.95,158.5,159.84,2798850.0
GAZP,240,150323,2300,159.85,160.4,159.1,159.26,4268520.0
GAZP,240,160323,1300,159.27,160.83,158.5,158.76,11639940.0
GAZP,240,160323,1700,158.76,160.0,158.53,159.45,4761730.0
GAZP,240,160323,2100,159.45,159.88,159.43,159.71,790060.0
GAZP,240,170323,1100,160.19,161.37,159.85,160.4,9569780.0
GAZP,240,170323,1500,160.4,164.41,160.35,163.25,26629810.0
GAZP,240,170323,1900,163.24,163.5,162.75,163.28,3894450.0
GAZP,240,170323,2300,163.27,168.98,163.07,168.82,32105590.0
GAZP,240,200323,1300,168.82,174.14,168.81,171.89,53505960.0
GAZP,240,200323,1700,171.9,174.2,171.56,173.68,19610940.0
GAZP,240,200323,2100,173.69,176.86,173.68,175.7,24155940.0
GAZP,240,210323,1100,176,177.25,170.1,172.88,58092420.0
GAZP,240,210323,1500,172.88,176.58,172.0,172.77,29728700.0
GAZP,240,210323,1900,172.78,172.95,168.66,170.63,17046280.0
GAZP,240,210323,2300,170.63,171.38,167.7,168.1,21857350.0
GAZP,240,220323,1300,168.1,170.19,168.09,169.58,9783100.0
GAZP,240,220323,1700,169.58,170.73,169.11,169.63,5856270.0
GAZP,240,220323,2100,169.65,169.99,168.53,168.72,3507100.0
GAZP,240,230323,1100,168.72,169.5,167.82,168.83,9779620.0
GAZP,240,230323,1500,168.84,169.71,168.21,169.0,6486360.0
GAZP,240,230323,1900,168.98,169.5,168.77,168.89,1857340.0
GAZP,240,230323,2300,168.85,169.49,168.14,168.33,5326730.0
GAZP,240,240323,1300,168.33,168.88,168.01,168.67,4377810.0
GAZP,240,240323,1700,168.67,169.11,168.5,168.72,4118570.0
GAZP,240,240323,2100,168.72,169.04,168.63,169.03,1500320.0
GAZP,240,270323,1100,170.16,172.91,169.74,172.58,19373270.0
GAZP,240,270323,1500,172.57,172.73,171.4,171.97,8332030.0
GAZP,240,270323,1900,171.97,173.25,171.8,172.43,6245600.0
GAZP,240,270323,2300,172.43,172.92,169.14,169.26,16496160.0
GAZP,240,280323,1300,169.25,170.76,169.1,170.29,6843490.0
GAZP,240,280323,1700,170.32,171.43,170.16,170.55,4396370.0
GAZP,240,280323,2100,170.55,171.14,170.51,171.07,1179330.0
GAZP,240,290323,1100,171.57,171.89,169.41,171.22,8657000.0
GAZP,240,290323,1500,171.22,172.5,170.52,170.84,10210240.0
GAZP,240,290323,1900,170.83,171.18,170.55,171.1,2543430.0
GAZP,240,290323,2300,171.1,171.49,170.02,170.56,5897350.0
GAZP,240,300323,1300,170.57,171.8,170.51,171.49,5170140.0
GAZP,240,300323,1700,171.48,171.68,170.93,171.35,3451700.0
GAZP,240,300323,2100,171.38,171.72,171.34,171.71,1163980.0
GAZP,240,310323,1100,172,172.71,168.14,168.82,19781700.0
GAZP,240,310323,1500,168.83,169.85,168.61,169.41,7246890.0
GAZP,240,310323,1900,169.43,170.17,169.4,169.9,3417130.0
GAZP,240,310323,2300,169.87,171.5,169.0,170.21,10169110.0
GAZP,240,030423,1300,170.21,170.85,169.11,170.52,7646470.0
GAZP,240,030423,1700,170.53,170.78,169.69,170.19,4278870.0
GAZP,240,030423,2100,170.19,170.4,169.85,170.38,1358070.0
GAZP,240,040423,1100,170.99,176.0,170.14,174.29,49966020.0
GAZP,240,040423,1500,174.29,175.12,171.81,172.27,15800320.0
GAZP,240,040423,1900,172.27,172.56,171.11,172.02,6369360.0
GAZP,240,040423,2300,172.01,174.48,170.58,172.83,19753810.0
GAZP,240,050423,1300,172.89,174.19,172.51,173.0,6294690.0
GAZP,240,050423,1700,173,173.5,172.61,173.3,5365090.0
GAZP,240,050423,2100,173.3,174.0,173.2,173.86,2439090.0
GAZP,240,060423,1100,174.02,175.0,173.0,173.4,15561330.0
GAZP,240,060423,1500,173.4,173.56,172.0,172.63,9598670.0
GAZP,240,060423,1900,172.63,172.71,172.0,172.53,3400100.0
GAZP,240,060423,2300,172.53,172.96,171.29,172.32,7280870.0
GAZP,240,070423,1300,172.32,172.86,171.5,171.9,5470370.0
GAZP,240,070423,1700,171.9,172.8,171.85,172.39,4538440.0
GAZP,240,070423,2100,172.38,173.18,172.25,173.09,2021270.0
GAZP,240,100423,1100,173.58,174.9,173.23,173.99,11828350.0
GAZP,240,100423,1500,174,174.42,173.56,174.29,5331410.0
GAZP,240,100423,1900,174.28,174.98,174.17,174.7,3037400.0
GAZP,240,100423,2300,174.68,179.48,174.01,178.9,37914160.0
GAZP,240,110423,1300,178.9,182.5,178.61,180.33,38434320.0
GAZP,240,110423,1700,180.37,180.37,175.28,177.11,38043070.0
GAZP,240,110423,2100,177.11,177.69,175.6,177.18,6716330.0
GAZP,240,120423,1100,178.3,179.3,175.55,177.52,22427440.0
GAZP,240,120423,1500,177.5,179.78,177.37,178.42,11244700.0
GAZP,240,120423,1900,178.42,178.79,177.7,178.34,2701020.0
GAZP,240,120423,2300,178.34,180.59,176.8,178.01,16220490.0
GAZP,240,130423,1300,178.01,179.63,177.7,179.27,8903000.0
GAZP,240,130423,1700,179.29,179.64,178.08,178.84,4721100.0
GAZP,240,130423,2100,178.82,179.04,178.58,178.73,1832720.0
GAZP,240,140423,1100,179.01,179.22,177.1,177.94,8489600.0
GAZP,240,140423,1500,177.93,178.71,177.75,178.3,4845680.0
GAZP,240,140423,1900,178.3,180.1,178.17,179.48,5611880.0
GAZP,240,140423,2300,179.49,181.91,179.33,181.17,13538340.0
GAZP,240,170423,1300,181.14,181.18,180.1,180.78,7118570.0
GAZP,240,170423,1700,180.78,182.15,180.51,181.62,6655770.0
GAZP,240,170423,2100,181.62,182.09,181.43,181.99,2663870.0
GAZP,240,180423,1100,182.31,184.97,182.0,182.96,27855940.0
GAZP,240,180423,1500,182.99,184.25,182.21,184.17,8675070.0
GAZP,240,180423,1900,184.15,184.28,183.51,183.98,3636740.0
GAZP,240,180423,2300,183.98,185.32,183.0,184.42,13052590.0
GAZP,240,190423,1300,184.44,184.74,180.5,181.79,16609490.0
GAZP,240,190423,1700,181.83,182.7,180.3,182.43,15714050.0
GAZP,240,190423,2100,182.44,182.89,181.13,182.01,3789350.0
GAZP,240,200423,1100,182.04,182.45,178.64,180.08,16404300.0
GAZP,240,200423,1500,180.08,182.72,179.76,182.5,16102310.0
GAZP,240,200423,1900,182.51,182.6,181.65,181.75,4570890.0
GAZP,240,200423,2300,181.78,182.74,181.01,182.18,8142780.0
GAZP,240,210423,1300,182.18,183.49,181.43,181.86,8666220.0
GAZP,240,210423,1700,181.85,182.48,181.6,182.2,3645300.0
GAZP,240,210423,2100,182.18,182.2,181.3,181.72,1959660.0
GAZP,240,240423,1100,181.4,183.88,170.63,182.63,34159450.0
GAZP,240,240423,1500,182.62,182.67,180.97,181.87,6986710.0
GAZP,240,240423,1900,181.89,182.3,181.5,182.01,2192310.0
GAZP,240,240423,2300,182.04,182.13,181.52,181.56,789460.0GAZP,240,240423,1100,181.4,183.88,170.63,182.63,34159450.0
GAZP,240,240423,1500,182.62,182.67,180.97,181.87,6986710.0
GAZP,240,240423,1900,181.89,182.3,181.5,182.01,2192310.0
GAZP,240,240423,2300,182.04,182.13,179.12,180.52,15221850.0
GAZP,240,250423,1300,180.51,180.52,179.14,179.6,6892530.0
GAZP,240,250423,1700,179.59,179.92,179.13,179.3,3262000.0
GAZP,240,250423,2100,179.31,179.33,178.0,178.93,4650750.0
GAZP,240,260423,1100,179.05,179.84,178.25,179.01,7092770.0
GAZP,240,260423,1500,179.04,179.3,178.03,178.3,6147810.0
GAZP,240,260423,1900,178.31,178.95,178.26,178.57,1908680.0
GAZP,240,260423,2300,178.53,179.5,177.62,179.1,7610240.0
GAZP,240,270423,1300,179.09,179.44,178.5,178.85,4677050.0
GAZP,240,270423,1700,178.85,184.87,178.75,183.48,32812240.0
GAZP,240,270423,2100,183.48,183.95,183.23,183.95,5579090.0
GAZP,240,280423,1100,184.39,185.0,181.58,182.39,23412880.0
GAZP,240,280423,1500,182.39,182.44,179.64,182.03,11728310.0
GAZP,240,280423,1900,182.02,182.05,180.61,181.1,2622280.0
GAZP,240,280423,2300,181.11,181.86,179.51,179.69,8914640.0
GAZP,240,020523,1300,179.69,180.39,178.6,178.99,7498310.0
GAZP,240,020523,1700,178.99,180.1,175.8,178.63,15706150.0
GAZP,240,020523,2100,178.63,178.65,177.81,177.97,1948660.0
GAZP,240,030523,1100,177.75,177.79,174.91,176.78,13454640.0
GAZP,240,030523,1500,176.77,177.13,172.71,173.91,15636040.0
GAZP,240,030523,1900,173.88,174.37,172.15,172.88,6407740.0
GAZP,240,030523,2300,172.88,174.24,172.01,172.71,11738960.0
GAZP,240,040523,1300,172.71,173.7,172.5,172.88,5838810.0
GAZP,240,040523,1700,172.89,173.33,172.5,172.8,3287570.0
GAZP,240,040523,2100,172.79,173.9,172.72,173.66,1721040.0
GAZP,240,050523,1100,173.66,175.48,172.63,174.08,10738860.0
GAZP,240,050523,1500,174.08,174.9,172.81,173.65,6330740.0
GAZP,240,050523,1900,173.64,173.64,172.1,172.25,3018160.0
GAZP,240,050523,2300,172.26,172.91,170.8,171.35,7310570.0
GAZP,240,080523,1300,171.36,171.45,170.65,171.08,2681880.0
GAZP,240,080523,1700,171.08,171.5,170.65,171.28,2610640.0
GAZP,240,080523,2100,171.26,171.29,170.78,170.84,1408300.0
GAZP,240,100523,1100,171.29,174.88,171.12,173.51,22254550.0
GAZP,240,100523,1500,173.54,176.74,173.3,175.08,22974530.0
GAZP,240,100523,1900,175.07,176.28,174.61,175.76,3871220.0
GAZP,240,100523,2300,175.76,178.11,175.22,176.83,13917690.0
GAZP,240,110523,1300,176.83,177.5,174.29,176.0,16013980.0
GAZP,240,110523,1700,176,176.81,175.21,176.16,6427260.0
GAZP,240,110523,2100,176.16,176.42,171.61,174.13,15751590.0
GAZP,240,120523,1100,174.29,175.0,172.61,173.22,10344080.0
GAZP,240,120523,1500,173.22,174.48,172.69,174.0,7781140.0
GAZP,240,120523,1900,174,174.0,172.8,173.44,3752240.0
GAZP,240,120523,2300,173.44,175.5,173.4,174.38,10380730.0
GAZP,240,150523,1300,174.39,174.67,173.2,174.2,7373190.0
GAZP,240,150523,1700,174.2,179.83,173.5,178.93,28176500.0
GAZP,240,150523,2100,178.93,179.4,178.12,179.04,11686680.0
